"IDs","CT0_1_A","CT0_2_B","CT0_3_C","CT4_4_D","CT4_5_E","CT4_6_F","CT8_7_G","CT8_8_H","CT8_9_I","CT12_10_J","CT12_11_K","CT12_12_L","CT16_13_M","CT16_14_N","CT16_15_O","CT20_16_P","CT20_17_Q","CT20_18_R","CT0_19_A","CT0_20_B","CT0_21_C","CT4_22_D","CT4_23_E","CT4_24_F","CT8_25_G","CT8_26_H","CT8_27_I","CT12_28_J","CT12_29_K","CT12_30_L","CT16_31_M","CT16_32_N","CT16_33_O","CT20_34_P","CT20_35_Q","CT20_36_R","CT0_37_A","CT0_38_B","CT0_39_C","CT4_40_D","CT4_41_E","CT4_42_F","CT8_43_G","CT8_44_H","CT8_45_I","CT12_46_J","CT12_47_K","CT12_48_L","CT16_49_M","CT16_50_N","CT16_51_O","CT20_52_P","CT20_53_Q","CT20_54_R"
"nonRhythmGene_Id11",-4.51069197291332,-2.20250066890311,-9.01333570010552,-5.75363241460972,-3.13472229587592,-2.18891155097351,-6.40425823184604,-1.4455285048827,3.78678483287424,0.911114035581868,-6.75240022525424,-4.07413556704731,0.139370386557685,-4.07443455207375,-0.258656702615739,-2.79993629212425,-0.234591533386178,-1.58044261798403,-5.21207418229586,1.74078914028665,-3.91675293849747,-8.83113488843104,1.97202941420267,-2.07473447525103,-1.38871384511185,-0.333819578893892,-1.60649824144845,-1.88501339500882,1.73698236482299,1.40136058856571,3.35411329408267,-2.18461225997145,3.455187163253,2.20905059001936,-2.19673256644864,-1.97835087698133,-7.23057264014411,-3.79924314906937,3.79583938685188,-3.38294039607257,-4.6487773893891,-1.9264945230288,-5.9582139102221,-0.224663272942634,-1.44776796150121,-3.40834639589356,-0.514264268400682,-1.12687031521342,-2.38451120629389,-5.09538458729399,3.66393033452328,-7.40473161836224,-1.92449417075266,1.67427849758261
"nonRhythmGene_Id12",-0.0985360688197814,-0.243152794419224,-2.44631393247291,1.89308374536843,5.41243613175722,-1.51341207694066,1.23525276213644,6.7578466364155,2.42004357451471,3.68188301471998,-4.19168969728037,8.06027398231843,-0.633980058015722,-5.17071478061348,-2.21166235814527,3.88555382163163,-7.74232892605081,3.38685756638415,-4.59973408396776,3.24999782151798,-1.33919325007162,-9.09365530617887,3.03949722476767,6.08760827190115,1.99138058207363,-1.7602223985069,1.30535904129384,3.22896104347648,-4.35879356115743,-0.86415602061195,-5.04399592746401,-6.07218469730936,-2.03656134035845,-0.37043222442173,-0.714396415792385,-2.70650228020116,-4.31236944255763,-5.20325058635109,-2.2438983194288,-0.819784621377244,-5.19206144453062,-3.32927340449919,-0.240400168443136,-4.1906604829814,-3.30119395602359,-2.83839331867414,-3.2190782921861,-0.957226586229748,-3.37775622493785,-2.83339335131726,-0.0121291229887721,2.45732529828867,-1.72029447110212,-3.83867991135352
"nonRhythmGene_Id13",3.5709108922758,-3.54730946615301,-4.02241057992902,-2.3166963229085,2.85109472736848,-2.17007196078994,-4.28963696237773,3.13030309122484,0.329222375993901,3.57022086982324,-1.90649829547467,5.78224949516185,-2.23849895255541,0.978587811950833,5.65567705160219,-1.21824895425567,4.90146742451218,10.020411588155,-1.15626270252331,7.77809178308928,-3.49676183778869,-0.783052880703354,4.5102436728117,0.877632694468531,-6.70398203714182,1.8495275429059,-3.18739468681235,0.660123484405368,4.40313122960872,3.24735123683258,1.25599899297548,3.00829767905638,2.49765597974361,5.66492311378752,-5.63904786715863,1.5567215653247,-7.24061654397259,3.44893949389111,-1.27346175208084,-5.77757194946901,-5.17284490883516,2.07278999045746,-0.451184393698226,-1.8206686405258,-4.31440288283934,-4.16085320984538,-0.335175988931672,1.51680430523818,-0.139119464736337,4.38551661853272,-0.389026339129158,-1.65272623240076,-2.10796216352134,2.93479093961269
"nonRhythmGene_Id14",0.327533287019483,-3.26989220012511,5.83457041925799,2.5078795655418,2.45282295362524,-2.17715099154547,-1.15186308532966,3.37547678726889,3.42251815630763,-1.50491719363979,-0.321099875428356,-4.44563975875636,0.468125362362789,1.62492077878799,8.16925382553131,-1.82260236585259,8.03554564176201,3.72206935381406,3.17604925074909,-3.38671048591958,-0.67836601697712,7.3763323742166,5.48101066138448,-2.41038424569306,8.25169202549413,-4.89418774039004,-0.484149238121075,0.827581763698603,-0.564703742465387,4.40685189694247,0.671290413293467,-0.858736898220394,-1.37012982457592,-2.59174385822626,2.63828778724842,-1.21953695864406,3.25617895770237,5.48225869351852,-1.70311288737215,6.1858708623091,6.07248332295999,-2.63467729605417,-3.62890471120638,3.94755303533875,-1.82317650643,1.02900473643105,1.52443005120552,-0.307767647562099,-4.66509932169527,0.410324232271506,5.65944157201852,6.30576386985998,3.79638921967756,-3.88353851955617
"nonRhythmGene_Id15",-11.7406014584795,-6.86165599429133,-10.7369323918751,-3.31861846880825,-6.45297629052366,-8.8491086021798,-6.8561450210648,-1.4390785346916,-4.42683475641691,-8.21448431223083,-7.57827936685474,-8.10189997375378,-5.27813337821186,-7.8028318407288,-5.01488655135092,-1.97177240069674,-2.69101277462699,-12.8115367366102,-6.3118015822712,-3.54643123267224,-10.1005605936502,-16.6196884226135,-3.4945070515877,-10.1317379335593,-6.21324224443289,-0.102306622472321,-8.22305559788796,-6.49701470546771,-8.59788961374339,-7.23610890613163,-5.09158352211557,-1.20904869135041,-6.35073322890306,-5.96960198162326,-7.22706121531651,-6.56625261252572,-9.83212456597105,-6.26686650055069,-9.91680417930935,-6.18628818621046,-8.90268887194057,0.405379522561762,-8.30658950081492,-8.44597957151071,-5.210335951338,-8.3060490251686,-11.3247146100743,-0.738633041527658,-10.8139462004714,-3.05529290623595,-8.12583552183998,-4.44068911164977,-4.46030741244212,-12.862172101789
"nonRhythmGene_Id16",6.93423074545401,5.46378937700564,-0.524643708900428,3.27972912194149,4.07975849415027,-1.79583280238916,4.66646193884529,2.17695735477444,-1.89779093663497,6.35930193311459,5.15260072138062,1.05687742224014,9.23361554477681,4.42652216931768,-0.290244695646929,4.46563017335879,-1.21016049792426,7.23103388665901,-2.20348347471798,7.35290971282626,4.13696570476144,4.08408280569086,9.00069139911253,5.08425499029636,5.56604985553422,0.322143135815799,0.934760098615025,-1.55829588559315,4.34338016864078,7.46613005246718,3.80644310223059,5.04846801749683,-0.193448236127318,-1.96558163942175,2.94068757716162,0.297814202007594,7.44547934205459,6.04132472009358,3.96456156440081,3.28354102420882,0.527118224774546,4.96062353638059,4.56681735046948,-0.109919159318046,4.92626327464748,8.52541996935933,6.9207220843629,1.86591964116446,-0.705142214451963,2.72884442708768,2.12835636138774,1.34246949299578,-2.21881942586247,3.6132544575406
"nonRhythmGene_Id17",0.271797304701145,-0.953992805429057,-3.02824683385042,2.67115055612672,2.65868325411894,-2.20799424746718,-4.80429146862585,1.25034903491938,-1.25078854438031,-3.78314322945657,-4.52226022476199,1.29357246743106,-0.128815115761533,1.22494901211348,0.58436571649807,-2.94535498395875,5.41932274320311,-1.68134930361751,-1.6558411384934,-0.267578029437939,-3.13999895410178,-3.33474491966749,0.773588133794526,-1.49175877468428,1.97606799512886,8.00990675468251,-7.31995620567053,2.31748502957878,-3.30016205586276,6.06004988776171,-4.64165338456043,4.26828959342719,1.84626526262977,-1.4906946430369,-2.2500108022955,2.3768641914347,-6.59688762576727,-2.49257760824472,3.47957317443179,1.56489814633404,1.86074454678873,-2.42115174406384,-4.7620768573075,-4.44844785738789,-4.47706763045463,-4.9293594617315,-4.13246092660152,-4.23751801007504,0.440819444255378,-2.10066416426882,1.49554028670576,-4.61999900712005,-0.366285797099076,2.6058651073317
"nonRhythmGene_Id18",-2.35896886005248,-0.590780550623726,3.86919861675557,0.663906921586046,2.50182057113385,1.19635643097357,-5.47663117825127,-2.1566609245453,0.494795609399337,0.936866161810205,-6.58017227892804,-2.19091124544096,-3.88652221972294,-2.74581419435915,-0.713599543834793,1.45436270838081,-5.57970650796414,1.46653817435815,-4.08322381000533,0.796407221373752,-1.342414512013,-7.09634255109126,0.72778062070207,2.07712334795331,3.36802786391636,-1.29887228516655,5.78414034138135,-0.612535417742234,-2.93057880829687,2.03309800560452,-6.96488264818479,-0.812348978858888,2.00324050529288,-4.46744708193859,0.709693463446831,-6.70916118320494,-0.385500188631578,-3.26847407871874,-2.21449035703379,-1.84376598673386,-5.90432204253759,-0.209961496998282,-0.216254924981421,0.359755697315916,0.0326960777872689,1.55582645462608,-8.16216882005182,10.867434251862,-4.37456086427177,-0.90189825657036,7.91147351821196,-9.19345638293826,-1.84790963775079,0.064678073806353
"nonRhythmGene_Id19",3.72364405406339,4.93597002400165,1.46756189856577,1.84647542948846,-2.11234964979662,-0.249607254107661,-1.42565113322191,8.8843873028003,-2.15664431347004,-0.721717774909692,-5.22487957779072,-6.64080820430207,6.36134438064504,-5.63693452087827,0.859470056300399,-8.46204843898712,2.79863592517165,-2.8280844405673,1.48228541568956,3.34316800888613,0.448643258682383,-6.06792922402616,7.72369358541598,-4.80643584810652,-0.0478075548733961,0.184447248952554,0.812256104787923,-1.6742833960782,1.06252965455959,-2.61581145124518,1.36664197186989,-7.13523149138913,2.80549673853579,-1.69503466947887,-3.83920066057579,0.338701794779633,-5.9764747586867,1.75784200364458,-6.18647905894749,2.03636917688563,-2.83550126800306,3.69488933793329,-5.76995389050961,0.534093051118505,-1.07377707910072,0.306698943446735,1.66839335975121,1.7808980754269,5.89009508019877,-5.8385914963331,2.13263527041205,3.4572230942416,-2.36447974076577,0.677860035771303
"nonRhythmGene_Id20",9.95045817953237,6.60007263267353,4.50812418969817,2.43211692033529,3.08342625241047,9.78916235191513,2.214698853809,1.19343700600626,6.94992412483845,5.41927235208101,6.16442472658039,7.01310140491125,6.42940188629467,11.2133759495865,8.17980389700452,10.5164385750221,8.85319706937811,0.225095242302174,5.88765637008707,2.87776606970568,7.30681627118064,9.1943872694867,6.23184644678812,3.69624162771315,5.76874827011967,7.68029489056592,6.42505413174339,7.45454020053968,9.80640292173665,9.4809637796885,7.51761032832182,4.81714870490594,11.4006237942437,0.749964525682984,4.98341727385906,2.64271211176109,3.23330025503337,4.81194023533686,7.42211408119471,3.38724748224846,9.50501122976569,5.99478952392772,4.87696016367581,7.98540643755015,6.96927885908786,8.17662138419851,8.75512436700609,1.17540445933736,6.24212788420458,5.98041218391943,5.85830158448115,3.7407490553522,2.77653498005737,5.46438385435112
"nonRhythmGene_Id21",-9.31511649240645,-8.62693750442303,-10.9854142660094,-4.79410049476049,-9.35604009180419,-6.31740185902006,-8.05606041175595,-5.61072254946949,-10.152760412542,-9.29621990356505,-5.20322823632199,-17.403348280557,-7.63773556982377,-11.4524181411912,-16.2194870302942,-6.83558163225546,-10.2110882464887,-10.6609605767296,-2.98121555266292,-10.7405496194881,-10.340322904,-4.64769454638755,-6.19445231165989,-11.7468079934905,-9.82883833166583,-11.0191728273305,-13.6615657504346,-10.820331626531,-6.23314548526047,-2.92174904117362,-11.5118632054203,-14.7326795582472,-7.92273961564266,-5.38122653768573,-7.92674737586043,-8.00286981696436,-9.07584957162665,-4.29970620361332,-11.0714019194564,-6.00866794078773,-7.3385769272471,-13.1523221917158,-9.39554082329373,-9.53588114172883,-9.64615319422824,-8.38434399933804,-13.3354002109329,-6.44377473599634,-12.5384877649939,-4.54332197882162,-13.092213729617,-5.90616765339689,-12.2047880445459,-4.44630422924354
"nonRhythmGene_Id22",9.47742551007788,8.99037129819032,6.09297233367009,8.0580975771101,6.30614194193936,2.80461441285404,4.48293357017681,2.13156903449856,-0.105283450201906,9.12866289150013,3.64764753608588,2.13435008064904,2.22396106162802,6.78021501082558,11.4053897358436,10.6585704773991,1.7257610897637,7.55934865024384,1.27313863099656,0.954614792581121,3.9496614059363,-1.25768727535497,6.26275672736189,8.25634586154706,5.50052063398929,4.53167001960629,2.75854238003587,7.63649871097608,2.14730773863002,7.03888119678284,2.43568312528492,9.07533519379242,4.71493845003713,7.81364484585262,0.327761285405602,5.85955184209705,4.00638783274558,7.65326202364167,10.519500804817,6.69750587195879,1.93724751546515,3.73987301948018,3.19901155126913,1.08837934907169,3.3746770884208,5.99751170052836,5.18426065098901,3.37097159547857,5.73332885777737,1.42024576861805,6.60974941000598,6.00293246207039,0.617032954640294,6.09303802829604
"nonRhythmGene_Id23",-2.6456982843016,-2.0656649542491,1.33531387845659,-0.723315822879546,-3.9984531192379,3.19882844573137,-1.21211681576834,-4.27334738723622,2.40885673473364,-2.55554025470704,-7.34669161589202,-6.74571624695692,-0.0808110982949115,-2.66316555348009,-0.318697766238301,-2.02288685168151,-2.43175747167726,-2.97611527088685,-1.73532828423729,-1.68838115738315,-3.28234348864798,-3.41210332804594,-3.21787964709965,-2.254538832725,2.49417771436976,-7.03145661426429,-7.8631194222748,0.286753869901994,5.9476962264037,-1.36698765108535,-2.92782506702871,-3.28950862192995,-1.0746858739423,3.48399841843073,-1.19043059834412,-6.40439163376973,-0.748849644472473,-2.55116116070158,-1.1775571198183,1.15401472292331,-3.86301710673733,0.631690893792332,-2.3957269063376,-5.19458026377115,-4.2179951533915,-3.65172833033672,-5.34668003586164,-2.06197842708126,-5.16800439000224,-3.10880293917334,-6.56386593030919,0.458138028786225,-7.10097246096606,-3.03508965081866
"nonRhythmGene_Id24",0.37363787984747,0.0939617197143607,1.06461381033901,-0.212864122769351,-2.11755894421248,13.3095788838029,1.09169322420364,0.769828921187126,4.06231508897226,4.38231396969002,7.82583851726783,0.74490630613277,-2.9732652442872,8.31727390719474,4.99959598192579,3.6349375317984,4.10619785696737,3.57345966077519,-2.84313487709653,1.40344337081808,-1.51188009500739,4.43387894206093,9.40340672340622,5.2983053785641,1.29386976578973,-4.43362384149329,6.42075723212054,2.00735624918922,-0.621019370717064,6.77104501957148,1.66371099803215,8.52587615298403,-2.1327704821379,1.52203637725543,-0.378803421209343,-3.07107131619249,4.48297543976934,1.5310592997424,-1.43339664892692,2.08920566835557,2.49749090121223,1.13381950219552,8.08381736152368,-2.9581550484106,5.65603810068836,8.3717483994443,2.16709408797107,0.718539990885052,6.82380534989317,6.63433440604281,1.51188384220195,-1.18021076213455,-1.03165902032919,2.41632528360455
"nonRhythmGene_Id25",-1.61939154499742,1.23555282982186,-1.73614440940268,6.72891107710354,1.95515983952863,-4.82099177848566,-2.58762121499577,-0.672679488810737,4.08484834081583,5.59267305085261,3.40086780071505,7.37791465120571,0.904357234812916,-2.83236381867655,2.64908175390169,3.11291409475595,1.62624052926413,6.63289602440016,-1.98605512315168,-1.60869352142906,6.56318172853357,-2.15178943860184,6.9280560557345,2.37622278941615,1.70080393493941,5.24972151982454,0.370082133410449,-2.16434215287861,0.370416098337487,5.44953873108805,-1.37710388542914,2.8281022277426,-0.809951739787736,1.12057134194611,5.86044482451293,-0.191115023471936,0.329634831147229,2.3977551359509,-2.8353230978879,3.97731469925912,1.87123013392594,0.353654976836722,-1.84281278112201,0.634184662674312,2.83540954208471,5.67612884711315,-2.3355443641301,3.6330704616069,0.624275178061769,3.01382966937278,0.0740475897604345,5.6612623199598,0.245592571249662,1.93888238053882
"nonRhythmGene_Id26",-5.19078846056707,-0.830168057802297,-2.86836331097272,-2.12485543996496,-6.07477172700691,-5.59774527960709,-3.53003531713997,-7.07827810768253,-4.11925683430862,-1.1169783471942,-3.0864012927112,-2.55343233604372,1.83642650973072,-0.313768442705066,-5.46009207023325,4.82046567494252,-3.01990528297892,0.437018527016783,-6.02802531471522,-2.58845769386578,-0.969672738275134,-0.916926678750483,-2.55348053331372,-3.63740235886111,-5.47917827462941,-5.47559189889403,-1.72309413427836,-1.4735060027742,-3.75224430523738,-0.413955503435599,-4.01978562635378,-6.93629156228978,-4.07617256687998,-2.16445858421174,0.553073637805483,-1.87791273921781,-4.73966432317959,-3.80076909281845,1.68716402593687,-1.08544856409634,-3.36148412445024,-0.703858027193166,-4.99785868267026,-2.39149090796609,-2.58782446589845,-8.27497662254038,0.106113567432774,3.50973924421279,-2.91382672895777,-5.8255034876179,-5.90985660002119,0.206841453438559,-6.50675639811092,-8.41737126933768
"nonRhythmGene_Id27",-1.73686393780454,0.246954166909078,-3.42175618192228,-0.32527150146755,1.75280909268581,-2.35433504971263,-0.289981721826398,-0.896137890014573,-3.63864847300117,0.322838517292893,-5.16654825632289,-0.450802567969448,-0.423851902303643,6.50924336708367,-6.21798976039242,3.69543650425415,-5.16716087122922,8.01720846946532,-1.74251484849613,-3.22754033440077,5.67994423580587,0.426111456814892,0.893372353937969,1.17977823064473,-3.02597432784062,-3.24362992177239,1.90598157830818,-3.86247583981793,5.79139315269917,4.59326451221708,1.31337533727388,-1.45854283603749,-3.36113289121188,-2.15015993623704,-7.36902489926014,-0.851192266322344,-0.595218335953619,-1.92234706370953,-8.03276299697365,2.07874759185265,-2.22146610857128,-0.837374776038215,-3.05229768795128,-5.82927003977069,-5.55956828983322,3.08718536782018,-1.05970765903795,2.89411791167913,3.70292909831571,-3.52823290235415,0.00280107235418281,-0.953108626844187,-3.62068230558265,0.501981995252018
